,timestamp,value
129,2012-01-01,75.0
130,2011-12-01,69.9
131,2011-11-01,63.7
132,2011-10-01,60.8
133,2011-09-01,59.5
134,2011-08-01,55.8
135,2011-07-01,63.7
136,2011-06-01,71.5
137,2011-05-01,74.3
138,2011-04-01,69.8
139,2011-03-01,67.5
140,2011-02-01,77.5
141,2011-01-01,74.2
142,2010-12-01,74.5
143,2010-11-01,71.6
144,2010-10-01,67.7
145,2010-09-01,68.2
146,2010-08-01,68.9
147,2010-07-01,67.8
148,2010-06-01,76.0
149,2010-05-01,73.6
150,2010-04-01,72.2
151,2010-03-01,73.6
152,2010-02-01,73.6
153,2010-01-01,74.4
154,2009-12-01,72.5
155,2009-11-01,67.4
156,2009-10-01,70.6
157,2009-09-01,73.5
158,2009-08-01,65.7
159,2009-07-01,66.0
160,2009-06-01,70.8
161,2009-05-01,68.7
162,2009-04-01,65.1
163,2009-03-01,57.3
164,2009-02-01,56.3
165,2009-01-01,61.2
166,2008-12-01,60.1
167,2008-11-01,55.3
168,2008-10-01,57.6
169,2008-09-01,70.3
170,2008-08-01,63.0
171,2008-07-01,61.2
172,2008-06-01,56.4
173,2008-05-01,59.8
174,2008-04-01,62.6
175,2008-03-01,69.5
176,2008-02-01,70.8
177,2008-01-01,78.4
178,2007-12-01,75.5
179,2007-11-01,76.1
180,2007-10-01,80.9
181,2007-09-01,83.4
182,2007-08-01,83.4
183,2007-07-01,90.4
184,2007-06-01,85.3
185,2007-05-01,88.3
186,2007-04-01,87.1
187,2007-03-01,88.4
188,2007-02-01,91.3
189,2007-01-01,96.9
190,2006-12-01,91.7
191,2006-11-01,92.1
192,2006-10-01,93.6
193,2006-09-01,85.4
194,2006-08-01,82.0
195,2006-07-01,84.7
196,2006-06-01,84.9
197,2006-05-01,79.1
198,2006-04-01,87.4
199,2006-03-01,88.9
200,2006-02-01,86.7
201,2006-01-01,91.2
202,2005-12-01,91.5
203,2005-11-01,81.6
204,2005-10-01,74.2
205,2005-09-01,76.9
206,2005-08-01,89.1
207,2005-07-01,96.5
208,2005-06-01,96.0
209,2005-05-01,86.9
210,2005-04-01,87.7
211,2005-03-01,92.6
212,2005-02-01,94.1
213,2005-01-01,95.5
214,2004-12-01,97.1
215,2004-11-01,92.8
216,2004-10-01,91.7
217,2004-09-01,94.2
218,2004-08-01,95.9
219,2004-07-01,96.7
220,2004-06-01,95.6
221,2004-05-01,90.2
222,2004-04-01,94.2
223,2004-03-01,95.8
224,2004-02-01,94.4
225,2004-01-01,103.8
226,2003-12-01,92.6
227,2003-11-01,93.7
228,2003-10-01,89.6
229,2003-09-01,87.7
230,2003-08-01,89.3
231,2003-07-01,90.9
232,2003-06-01,89.7
233,2003-05-01,92.1
234,2003-04-01,86.0
235,2003-03-01,77.6
236,2003-02-01,79.9
237,2003-01-01,82.4
238,2002-12-01,86.7
239,2002-11-01,84.2
240,2002-10-01,80.6
241,2002-09-01,86.1
242,2002-08-01,87.6
243,2002-07-01,88.1
244,2002-06-01,92.4
245,2002-05-01,96.9
246,2002-04-01,93.0
247,2002-03-01,95.7
248,2002-02-01,90.7
249,2002-01-01,93.0
250,2001-12-01,88.8
251,2001-11-01,83.9
252,2001-10-01,82.7
253,2001-09-01,81.8
254,2001-08-01,91.5
255,2001-07-01,92.4
256,2001-06-01,92.6
257,2001-05-01,92.0
258,2001-04-01,88.4
259,2001-03-01,91.5
260,2001-02-01,90.6
261,2001-01-01,94.7
262,2000-12-01,98.4
263,2000-11-01,107.6
264,2000-10-01,105.8
265,2000-09-01,106.8
266,2000-08-01,107.3
267,2000-07-01,108.3
268,2000-06-01,106.4
269,2000-05-01,110.7
270,2000-04-01,109.2
271,2000-03-01,107.1
272,2000-02-01,111.3
273,2000-01-01,112.0
274,1999-12-01,105.4
275,1999-11-01,107.2
276,1999-10-01,103.2
277,1999-09-01,107.2
278,1999-08-01,104.5
279,1999-07-01,106.0
280,1999-06-01,107.3
281,1999-05-01,106.8
282,1999-04-01,104.6
283,1999-03-01,105.7
284,1999-02-01,108.1
285,1999-01-01,103.9
286,1998-12-01,100.5
287,1998-11-01,102.7
288,1998-10-01,97.4
289,1998-09-01,100.9
290,1998-08-01,104.4
291,1998-07-01,105.2
292,1998-06-01,105.6
293,1998-05-01,106.5
294,1998-04-01,108.7
295,1998-03-01,106.5
296,1998-02-01,110.4
297,1998-01-01,106.6
298,1997-12-01,102.1
299,1997-11-01,107.2
300,1997-10-01,105.6
301,1997-09-01,106.0
302,1997-08-01,104.4
303,1997-07-01,107.1
304,1997-06-01,104.5
305,1997-05-01,103.2
306,1997-04-01,101.4
307,1997-03-01,100.0
308,1997-02-01,99.7
309,1997-01-01,97.4
310,1996-12-01,96.9
311,1996-11-01,99.2
312,1996-10-01,96.5
313,1996-09-01,94.7
314,1996-08-01,95.3
315,1996-07-01,94.7
316,1996-06-01,92.4
317,1996-05-01,89.4
318,1996-04-01,92.7
319,1996-03-01,93.7
320,1996-02-01,88.5
321,1996-01-01,89.3
322,1995-12-01,91.0
323,1995-11-01,88.2
324,1995-10-01,90.2
325,1995-09-01,88.9
326,1995-08-01,96.2
327,1995-07-01,94.4
328,1995-06-01,92.7
329,1995-05-01,89.8
330,1995-04-01,92.5
331,1995-03-01,90.3
332,1995-02-01,95.1
333,1995-01-01,97.6
334,1994-12-01,95.1
335,1994-11-01,91.6
336,1994-10-01,92.7
337,1994-09-01,91.5
338,1994-08-01,91.7
339,1994-07-01,89.0
340,1994-06-01,91.2
341,1994-05-01,92.8
342,1994-04-01,92.6
343,1994-03-01,91.5
344,1994-02-01,93.2
345,1994-01-01,94.3
346,1993-12-01,88.2
347,1993-11-01,81.2
348,1993-10-01,82.7
349,1993-09-01,77.9
350,1993-08-01,77.3
351,1993-07-01,77.0
352,1993-06-01,81.5
353,1993-05-01,80.3
354,1993-04-01,85.6
355,1993-03-01,85.9
356,1993-02-01,86.6
357,1993-01-01,89.3
358,1992-12-01,91.0
359,1992-11-01,85.3
360,1992-10-01,73.3
361,1992-09-01,75.6
362,1992-08-01,76.1
363,1992-07-01,76.6
364,1992-06-01,80.4
365,1992-05-01,79.2
366,1992-04-01,77.2
367,1992-03-01,76.0
368,1992-02-01,68.8
369,1992-01-01,67.5
370,1991-12-01,68.2
371,1991-11-01,69.1
372,1991-10-01,78.3
373,1991-09-01,83.0
374,1991-08-01,82.0
375,1991-07-01,82.9
376,1991-06-01,82.1
377,1991-05-01,78.3
378,1991-04-01,81.8
379,1991-03-01,87.7
380,1991-02-01,70.4
381,1991-01-01,66.8
382,1990-12-01,65.5
383,1990-11-01,66.0
384,1990-10-01,63.9
385,1990-09-01,72.8
386,1990-08-01,76.4
387,1990-07-01,88.2
388,1990-06-01,88.3
389,1990-05-01,90.6
390,1990-04-01,93.9
391,1990-03-01,91.3
392,1990-02-01,89.5
393,1990-01-01,93.0
394,1989-12-01,90.5
395,1989-11-01,90.9
396,1989-10-01,93.9
397,1989-09-01,95.8
398,1989-08-01,89.6
399,1989-07-01,92.0
400,1989-06-01,90.6
401,1989-05-01,90.7
402,1989-04-01,91.5
403,1989-03-01,94.3
404,1989-02-01,95.4
405,1989-01-01,97.9
406,1988-12-01,91.9
407,1988-11-01,93.0
408,1988-10-01,94.1
409,1988-09-01,97.3
410,1988-08-01,97.4
411,1988-07-01,93.4
412,1988-06-01,94.7
413,1988-05-01,94.8
414,1988-04-01,91.2
415,1988-03-01,94.6
416,1988-02-01,91.6
417,1988-01-01,90.8
418,1987-12-01,86.8
419,1987-11-01,83.1
420,1987-10-01,89.3
421,1987-09-01,93.6
422,1987-08-01,94.4
423,1987-07-01,93.7
424,1987-06-01,91.5
425,1987-05-01,91.1
426,1987-04-01,92.8
427,1987-03-01,90.8
428,1987-02-01,90.2
429,1987-01-01,90.4
430,1986-12-01,89.1
431,1986-11-01,91.4
432,1986-10-01,95.6
433,1986-09-01,91.9
434,1986-08-01,94.9
435,1986-07-01,97.7
436,1986-06-01,99.3
437,1986-05-01,94.8
438,1986-04-01,96.2
439,1986-03-01,95.1
440,1986-02-01,95.9
441,1986-01-01,95.6
442,1985-12-01,93.9
443,1985-11-01,90.9
444,1985-10-01,88.4
445,1985-09-01,92.1
446,1985-08-01,92.4
447,1985-07-01,94.0
448,1985-06-01,96.5
449,1985-05-01,91.8
450,1985-04-01,94.6
451,1985-03-01,93.7
452,1985-02-01,93.7
453,1985-01-01,96.0
454,1984-12-01,92.9
455,1984-11-01,95.7
456,1984-10-01,96.3
457,1984-09-01,100.9
458,1984-08-01,99.1
459,1984-07-01,96.6
460,1984-06-01,95.5
461,1984-05-01,98.1
462,1984-04-01,96.1
463,1984-03-01,101.0
464,1984-02-01,97.4
465,1984-01-01,100.1
466,1983-12-01,94.2
467,1983-11-01,91.1
468,1983-10-01,89.3
469,1983-09-01,89.9
470,1983-08-01,90.9
471,1983-07-01,92.8
472,1983-06-01,92.2
473,1983-05-01,93.3
474,1983-04-01,89.1
475,1983-03-01,80.8
476,1983-02-01,74.6
477,1983-01-01,70.4
478,1982-12-01,71.9
479,1982-11-01,72.1
480,1982-10-01,73.4
481,1982-09-01,69.3
482,1982-08-01,65.4
483,1982-07-01,65.4
484,1982-06-01,65.7
485,1982-05-01,67.5
486,1982-04-01,65.5
487,1982-03-01,62.0
488,1982-02-01,66.5
489,1982-01-01,71.0
490,1981-12-01,64.3
491,1981-11-01,62.5
492,1981-10-01,70.3
493,1981-09-01,73.1
494,1981-08-01,77.2
495,1981-07-01,74.1
496,1981-06-01,73.1
497,1981-05-01,76.3
498,1981-04-01,72.4
499,1981-03-01,66.5
500,1981-02-01,66.9
501,1981-01-01,71.4
502,1980-12-01,64.5
503,1980-11-01,76.7
504,1980-10-01,75.0
505,1980-09-01,73.7
506,1980-08-01,67.3
507,1980-07-01,62.3
508,1980-06-01,58.7
509,1980-05-01,51.7
510,1980-04-01,52.7
511,1980-03-01,56.5
512,1980-02-01,66.9
513,1980-01-01,67.0
514,1979-12-01,61.0
515,1979-11-01,63.3
516,1979-10-01,62.1
517,1979-09-01,66.7
518,1979-08-01,64.5
519,1979-07-01,60.4
520,1979-06-01,65.8
521,1979-05-01,68.1
522,1979-04-01,66.0
523,1979-03-01,68.4
524,1979-02-01,73.9
525,1979-01-01,72.1
526,1978-12-01,66.1
527,1978-11-01,75.0
528,1978-10-01,79.3
529,1978-09-01,80.4
530,1978-08-01,78.4
531,1978-07-01,82.4
532,1978-06-01,80.0
533,1978-05-01,82.9
534,1978-04-01,81.6
535,1978-03-01,78.8
536,1978-02-01,84.3
537,1978-01-01,83.7
538,1977-12-01,.
539,1977-11-01,84.4
540,1977-10-01,.
541,1977-09-01,.
542,1977-08-01,89
543,1977-07-01,.
544,1977-06-01,.
545,1977-05-01,90.2
546,1977-04-01,.
547,1977-03-01,.
548,1977-02-01,87.1
549,1977-01-01,.
550,1976-12-01,.
551,1976-11-01,87
552,1976-10-01,.
553,1976-09-01,.
554,1976-08-01,89.7
555,1976-07-01,.
556,1976-06-01,.
557,1976-05-01,83.3
558,1976-04-01,.
559,1976-03-01,.
560,1976-02-01,84.6
561,1976-01-01,.
562,1975-12-01,.
563,1975-11-01,75.6
564,1975-10-01,.
565,1975-09-01,.
566,1975-08-01,75.7
567,1975-07-01,.
568,1975-06-01,.
569,1975-05-01,72.8
570,1975-04-01,.
571,1975-03-01,.
572,1975-02-01,57.6
573,1975-01-01,.
574,1974-12-01,.
575,1974-11-01,59.5
576,1974-10-01,.
577,1974-09-01,.
578,1974-08-01,64.4
579,1974-07-01,.
580,1974-06-01,.
581,1974-05-01,72.1
582,1974-04-01,.
583,1974-03-01,.
584,1974-02-01,61.8
585,1974-01-01,.
586,1973-12-01,.
587,1973-11-01,76.5
588,1973-10-01,.
589,1973-09-01,.
590,1973-08-01,72
591,1973-07-01,.
592,1973-06-01,.
593,1973-05-01,77
594,1973-04-01,.
595,1973-03-01,.
596,1973-02-01,81.9
597,1973-01-01,.
598,1972-12-01,.
599,1972-11-01,90.7
600,1972-10-01,.
601,1972-09-01,.
602,1972-08-01,95.2
603,1972-07-01,.
604,1972-06-01,.
605,1972-05-01,88.6
606,1972-04-01,.
607,1972-03-01,.
608,1972-02-01,92.8
609,1972-01-01,.
610,1971-12-01,.
611,1971-11-01,82
612,1971-10-01,.
613,1971-09-01,.
614,1971-08-01,82.1
615,1971-07-01,.
616,1971-06-01,.
617,1971-05-01,80.2
618,1971-04-01,.
619,1971-03-01,.
620,1971-02-01,78.1
621,1971-01-01,.
622,1970-12-01,.
623,1970-11-01,72.4
624,1970-10-01,.
625,1970-09-01,.
626,1970-08-01,77.6
627,1970-07-01,.
628,1970-06-01,.
629,1970-05-01,75.4
630,1970-04-01,.
631,1970-03-01,.
632,1970-02-01,78.1
633,1970-01-01,.
634,1969-12-01,.
635,1969-11-01,79.7
636,1969-10-01,.
637,1969-09-01,.
638,1969-08-01,86.4
639,1969-07-01,.
640,1969-06-01,.
641,1969-05-01,91.5
642,1969-04-01,.
643,1969-03-01,.
644,1969-02-01,98.2
645,1969-01-01,.
646,1968-12-01,.
647,1968-11-01,91.7
648,1968-10-01,.
649,1968-09-01,.
650,1968-08-01,92.4
651,1968-07-01,.
652,1968-06-01,.
653,1968-05-01,92.4
654,1968-04-01,.
655,1968-03-01,.
656,1968-02-01,97.2
657,1968-01-01,.
658,1967-12-01,.
659,1967-11-01,92.9
660,1967-10-01,.
661,1967-09-01,.
662,1967-08-01,97
663,1967-07-01,.
664,1967-06-01,.
665,1967-05-01,95.9
666,1967-04-01,.
667,1967-03-01,.
668,1967-02-01,94.1
669,1967-01-01,.
670,1966-12-01,.
671,1966-11-01,88.3
672,1966-10-01,.
673,1966-09-01,.
674,1966-08-01,91.2
675,1966-07-01,.
676,1966-06-01,.
677,1966-05-01,95.7
678,1966-04-01,.
679,1966-03-01,.
680,1966-02-01,100
681,1966-01-01,.
682,1965-12-01,.
683,1965-11-01,102.9
684,1965-10-01,.
685,1965-09-01,.
686,1965-08-01,103.4
687,1965-07-01,.
688,1965-06-01,.
689,1965-05-01,105.4
690,1965-04-01,.
691,1965-03-01,.
692,1965-02-01,102
693,1965-01-01,.
694,1964-12-01,.
695,1964-11-01,99.9
696,1964-10-01,.
697,1964-09-01,.
698,1964-08-01,100.6
699,1964-07-01,.
700,1964-06-01,.
701,1964-05-01,98.5
702,1964-04-01,.
703,1964-03-01,.
704,1964-02-01,99.5
705,1964-01-01,.
706,1963-12-01,.
707,1963-11-01,94.4
708,1963-10-01,.
709,1963-09-01,.
710,1963-08-01,96.4
711,1963-07-01,.
712,1963-06-01,.
713,1963-05-01,91.7
714,1963-04-01,.
715,1963-03-01,.
716,1963-02-01,98.4
717,1963-01-01,.
718,1962-12-01,.
719,1962-11-01,95
720,1962-10-01,.
721,1962-09-01,.
722,1962-08-01,91.6
723,1962-07-01,.
724,1962-06-01,.
725,1962-05-01,95.4
726,1962-04-01,.
727,1962-03-01,.
728,1962-02-01,99.9
729,1962-01-01,.
730,1961-12-01,.
731,1961-11-01,93
732,1961-10-01,.
733,1961-09-01,.
734,1961-08-01,99.2
735,1961-07-01,.
736,1961-06-01,.
737,1961-05-01,92.5
738,1961-04-01,.
739,1961-03-01,.
740,1961-02-01,91.6
741,1961-01-01,.
742,1960-12-01,.
743,1960-11-01,90.1
744,1960-10-01,.
745,1960-09-01,.
746,1960-08-01,97.2
747,1960-07-01,.
748,1960-06-01,.
749,1960-05-01,93.3
750,1960-04-01,.
751,1960-03-01,.
752,1960-02-01,100
753,1960-01-01,.
754,1959-12-01,.
755,1959-11-01,93.8
756,1959-10-01,.
757,1959-09-01,.
758,1959-08-01,.
759,1959-07-01,.
760,1959-06-01,.
761,1959-05-01,95.3
762,1959-04-01,.
763,1959-03-01,.
764,1959-02-01,.
765,1959-01-01,.
766,1958-12-01,.
767,1958-11-01,90.8
768,1958-10-01,.
769,1958-09-01,.
770,1958-08-01,.
771,1958-07-01,.
772,1958-06-01,.
773,1958-05-01,80.9
774,1958-04-01,.
775,1958-03-01,.
776,1958-02-01,78.5
777,1958-01-01,.
778,1957-12-01,.
779,1957-11-01,83.7
780,1957-10-01,.
781,1957-09-01,.
782,1957-08-01,.
783,1957-07-01,.
784,1957-06-01,.
785,1957-05-01,92.9
786,1957-04-01,.
787,1957-03-01,.
788,1957-02-01,.
789,1957-01-01,.
790,1956-12-01,.
791,1956-11-01,100.2
792,1956-10-01,.
793,1956-09-01,.
794,1956-08-01,99.9
795,1956-07-01,.
796,1956-06-01,.
797,1956-05-01,98.2
798,1956-04-01,.
799,1956-03-01,.
800,1956-02-01,.
801,1956-01-01,.
802,1955-12-01,.
803,1955-11-01,99.7
804,1955-10-01,.
805,1955-09-01,.
806,1955-08-01,.
807,1955-07-01,.
808,1955-06-01,.
809,1955-05-01,99.1
810,1955-04-01,.
811,1955-03-01,.
812,1955-02-01,95.9
813,1955-01-01,.
814,1954-12-01,.
815,1954-11-01,87
816,1954-10-01,.
817,1954-09-01,.
818,1954-08-01,.
819,1954-07-01,.
820,1954-06-01,.
821,1954-05-01,82.9
822,1954-04-01,.
823,1954-03-01,.
824,1954-02-01,82
825,1954-01-01,.
826,1953-12-01,.
827,1953-11-01,80.7
828,1953-10-01,.
829,1953-09-01,.
830,1953-08-01,80.8
831,1953-07-01,.
832,1953-06-01,.
833,1953-05-01,.
834,1953-04-01,.
835,1953-03-01,.
836,1953-02-01,90.7
837,1953-01-01,.
838,1952-12-01,.
839,1952-11-01,86.2
