,date,usd_price
3259,2012-11-06,80.61000061035156
3260,2012-11-07,80.76000213623047
3261,2012-11-08,80.79000091552734
3262,2012-11-09,81.02999877929688
3263,2012-11-12,81.04000091552734
3264,2012-11-13,81.08000183105469
3265,2012-11-14,81.05999755859375
3266,2012-11-15,81.08000183105469
3267,2012-11-16,81.26000213623047
3268,2012-11-19,80.87000274658203
3269,2012-11-20,80.95999908447266
3270,2012-11-21,80.93000030517578
3271,2012-11-23,80.19000244140625
3272,2012-11-26,80.25
3273,2012-11-27,80.4000015258789
3274,2012-11-28,80.33999633789062
3275,2012-11-29,80.19999694824219
3276,2012-11-30,80.1500015258789
3277,2012-12-03,79.87999725341797
3278,2012-12-04,79.63999938964844
3279,2012-12-05,79.7699966430664
3280,2012-12-06,80.26000213623047
3281,2012-12-07,80.41999816894531
3282,2012-12-10,80.33000183105469
3283,2012-12-11,80.05999755859375
3284,2012-12-12,79.88999938964844
3285,2012-12-13,79.93000030517578
3286,2012-12-14,79.5999984741211
3287,2012-12-17,79.56999969482422
3288,2012-12-18,79.36000061035156
3289,2012-12-19,79.25
3290,2012-12-20,79.26000213623047
3291,2012-12-21,79.62000274658203
3292,2012-12-24,79.63999938964844
3293,2012-12-26,79.62000274658203
3294,2012-12-27,79.62000274658203
3295,2012-12-28,79.68000030517578
3296,2012-12-31,79.7699966430664
3297,2013-01-02,79.8499984741211
3298,2013-01-03,80.43000030517578
3299,2013-01-04,80.5
3300,2013-01-07,80.26000213623047
3301,2013-01-08,80.3499984741211
3302,2013-01-09,80.55999755859375
3303,2013-01-10,79.73999786376953
3304,2013-01-11,79.55999755859375
3305,2013-01-14,79.48999786376953
3306,2013-01-15,79.77999877929688
3307,2013-01-16,79.80000305175781
3308,2013-01-17,79.6500015258789
3309,2013-01-18,80.05000305175781
3310,2013-01-22,79.87000274658203
3311,2013-01-23,79.91999816894531
3312,2013-01-24,79.94999694824219
3313,2013-01-25,79.75
3314,2013-01-28,79.77999877929688
3315,2013-01-29,79.55999755859375
3316,2013-01-30,79.27999877929688
3317,2013-01-31,79.20999908447266
3318,2013-02-01,79.12999725341797
3319,2013-02-04,79.55000305175781
3320,2013-02-05,79.48999786376953
3321,2013-02-06,79.72000122070312
3322,2013-02-07,80.19000244140625
3323,2013-02-08,80.25
3324,2013-02-11,80.30999755859375
3325,2013-02-12,80.11000061035156
3326,2013-02-13,80.08999633789062
3327,2013-02-14,80.45999908447266
3328,2013-02-15,80.58000183105469
3329,2013-02-19,80.47000122070312
3330,2013-02-20,81.08999633789062
3331,2013-02-21,81.45999908447266
3332,2013-02-22,81.4800033569336
3333,2013-02-25,81.66999816894531
3334,2013-02-26,81.87000274658203
3335,2013-02-27,81.5999984741211
3336,2013-02-28,81.9800033569336
3337,2013-03-01,82.30999755859375
3338,2013-03-04,82.22000122070312
3339,2013-03-05,82.08999633789062
3340,2013-03-06,82.45999908447266
3341,2013-03-07,82.08000183105469
3342,2013-03-08,82.69999694824219
3343,2013-03-11,82.56999969482422
3344,2013-03-12,82.58000183105469
3345,2013-03-13,82.88999938964844
3346,2013-03-14,82.61000061035156
3347,2013-03-15,82.26000213623047
3348,2013-03-18,82.69000244140625
3349,2013-03-19,82.98999786376953
3350,2013-03-20,82.77999877929688
3351,2013-03-21,82.80000305175781
3352,2013-03-22,82.52999877929688
3353,2013-03-25,82.87000274658203
3354,2013-03-26,82.87999725341797
3355,2013-03-27,83.20999908447266
3356,2013-03-28,82.98999786376953
3357,2013-04-01,82.7300033569336
3358,2013-04-02,82.94000244140625
3359,2013-04-03,82.72000122070312
3360,2013-04-04,82.68000030517578
3361,2013-04-05,82.5
3362,2013-04-08,82.75
3363,2013-04-09,82.30999755859375
3364,2013-04-10,82.52999877929688
3365,2013-04-11,82.25
3366,2013-04-12,82.30999755859375
3367,2013-04-15,82.41999816894531
3368,2013-04-16,81.75
3369,2013-04-17,82.66000366210938
3370,2013-04-18,82.55000305175781
3371,2013-04-19,82.70999908447266
3372,2013-04-22,82.68000030517578
3373,2013-04-23,83.02999877929688
3374,2013-04-24,82.93000030517578
3375,2013-04-25,82.73999786376953
3376,2013-04-26,82.4800033569336
3377,2013-04-29,82.1500015258789
3378,2013-04-30,81.7300033569336
3379,2013-05-01,81.63999938964844
3380,2013-05-02,82.20999908447266
3381,2013-05-03,82.0999984741211
3382,2013-05-06,82.31999969482422
3383,2013-05-07,82.30000305175781
3384,2013-05-08,81.9000015258789
3385,2013-05-09,82.79000091552734
3386,2013-05-10,83.13999938964844
3387,2013-05-13,83.26000213623047
3388,2013-05-14,83.56999969482422
3389,2013-05-15,83.83000183105469
3390,2013-05-16,83.7699966430664
3391,2013-05-17,84.27999877929688
3392,2013-05-20,83.80999755859375
3393,2013-05-21,83.86000061035156
3394,2013-05-22,84.25
3395,2013-05-23,83.80000305175781
3396,2013-05-24,83.69999694824219
3397,2013-05-28,84.13999938964844
3398,2013-05-29,83.63999938964844
3399,2013-05-30,83.01000213623047
3400,2013-05-31,83.37999725341797
3401,2013-06-03,82.68000030517578
3402,2013-06-04,82.7699966430664
3403,2013-06-05,82.56999969482422
3404,2013-06-06,81.5199966430664
3405,2013-06-07,81.69000244140625
3406,2013-06-10,81.6500015258789
3407,2013-06-11,81.05999755859375
3408,2013-06-12,80.95999908447266
3409,2013-06-13,80.62000274658203
3410,2013-06-14,80.66999816894531
3411,2013-06-17,80.56999969482422
3412,2013-06-18,80.62000274658203
3413,2013-06-19,81.43000030517578
3414,2013-06-20,81.83999633789062
3415,2013-06-21,82.31999969482422
3416,2013-06-24,82.43000030517578
3417,2013-06-25,82.58000183105469
3418,2013-06-26,82.94999694824219
3419,2013-06-27,82.91000366210938
3420,2013-06-28,83.16999816894531
3421,2013-07-01,82.9800033569336
3422,2013-07-02,83.54000091552734
3423,2013-07-03,83.2300033569336
3424,2013-07-05,84.41999816894531
3425,2013-07-08,84.19999694824219
3426,2013-07-09,84.58000183105469
3427,2013-07-10,84.04000091552734
3428,2013-07-11,82.75
3429,2013-07-12,82.98999786376953
3430,2013-07-15,83.04000091552734
3431,2013-07-16,82.43000030517578
3432,2013-07-17,82.70999908447266
3433,2013-07-18,82.81999969482422
3434,2013-07-19,82.58000183105469
3435,2013-07-22,82.22000122070312
3436,2013-07-23,82.01000213623047
3437,2013-07-24,82.30000305175781
3438,2013-07-25,81.97000122070312
3439,2013-07-26,81.62000274658203
3440,2013-07-29,81.66000366210938
3441,2013-07-30,81.83000183105469
3442,2013-07-31,81.44999694824219
3443,2013-08-01,82.33999633789062
3444,2013-08-02,81.91000366210938
3445,2013-08-05,81.87999725341797
3446,2013-08-06,81.5999984741211
3447,2013-08-07,81.29000091552734
3448,2013-08-08,81.01000213623047
3449,2013-08-09,81.12999725341797
3450,2013-08-12,81.33000183105469
3451,2013-08-13,81.7300033569336
3452,2013-08-14,81.69999694824219
3453,2013-08-15,81.12999725341797
3454,2013-08-16,81.26000213623047
3455,2013-08-19,81.2300033569336
3456,2013-08-20,80.91000366210938
3457,2013-08-21,81.31999969482422
3458,2013-08-22,81.48999786376953
3459,2013-08-23,81.33999633789062
3460,2013-08-26,81.37000274658203
3461,2013-08-27,81.16999816894531
3462,2013-08-28,81.41999816894531
3463,2013-08-29,81.94999694824219
3464,2013-08-30,82.08999633789062
3465,2013-09-03,82.36000061035156
3466,2013-09-04,82.16999816894531
3467,2013-09-05,82.62999725341797
3468,2013-09-06,82.1500015258789
3469,2013-09-09,81.79000091552734
3470,2013-09-10,81.81999969482422
3471,2013-09-11,81.5199966430664
3472,2013-09-12,81.48999786376953
3473,2013-09-13,81.44999694824219
3474,2013-09-16,81.25
3475,2013-09-17,81.16999816894531
3476,2013-09-18,80.23999786376953
3477,2013-09-19,80.36000061035156
3478,2013-09-20,80.44000244140625
3479,2013-09-23,80.44999694824219
3480,2013-09-24,80.55999755859375
3481,2013-09-25,80.33000183105469
3482,2013-09-26,80.5199966430664
3483,2013-09-27,80.2699966430664
3484,2013-09-30,80.22000122070312
3485,2013-10-01,80.0999984741211
3486,2013-10-02,79.87999725341797
3487,2013-10-03,79.7699966430664
3488,2013-10-04,80.12000274658203
3489,2013-10-07,79.94000244140625
3490,2013-10-08,80.05999755859375
3491,2013-10-09,80.37000274658203
3492,2013-10-10,80.41999816894531
3493,2013-10-11,80.36000061035156
3494,2013-10-14,80.26000213623047
3495,2013-10-15,80.4800033569336
